Last_Update,Country_Region,Province_State,Copy_of_Confirmed,Copy_of_Deaths,Copy_of_Recovered
2020-03-22,China,Zhejiang,1237,1,1219
2020-03-22,Cruise Ship,Diamond Princess,712,8,567
2020-03-22,Denmark,Faroe Islands,115,0,3
2020-03-22,Denmark,Greenland,4,0,0
2020-03-22,France,French Guiana,18,0,0
2020-03-22,France,French Polynesia,15,0,0
2020-03-22,France,Guadeloupe,56,1,0
2020-03-22,France,Martinique,37,1,0
2020-03-22,France,Mayotte,11,0,0
2020-03-22,France,New Caledonia,4,0,0
2020-03-22,France,Reunion,47,0,1
2020-03-22,France,Saint Barthelemy,3,0,0
2020-03-22,France,St Martin,5,0,0
2020-03-22,Netherlands,Aruba,9,0,1
2020-03-22,Netherlands,Curacao,3,1,0
2020-03-22,Netherlands,Sint Maarten,1,0,0
2020-03-22,US,Alabama,157,0,0
2020-03-22,US,Alaska,20,0,0
2020-03-22,US,American Samoa,0,0,0
2020-03-22,US,Arizona,152,2,0
2020-03-22,US,Arkansas,165,0,0
2020-03-22,US,California,1646,30,0
2020-03-22,US,Colorado,591,6,0
2020-03-22,US,Connecticut,327,8,0
2020-03-22,US,Delaware,56,0,0
2020-03-22,US,Diamond Princess,49,0,0
2020-03-22,US,District of Columbia,204,2,0
2020-03-22,US,Florida,1004,13,0
2020-03-22,US,Georgia,621,25,0
2020-03-22,US,Grand Princess,30,1,0
2020-03-22,US,Guam,27,1,0
2020-03-22,US,Hawaii,53,0,0
2020-03-22,US,Idaho,42,0,0
2020-03-22,US,Illinois,1049,9,0
2020-03-22,US,Indiana,204,6,0
2020-03-22,US,Iowa,90,0,0
2020-03-22,US,Kansas,65,2,0
2020-03-22,US,Kentucky,103,3,0
2020-03-22,US,Louisiana,837,20,0
2020-03-22,US,Maine,89,0,0
2020-03-22,US,Maryland,244,3,0
2020-03-22,US,Massachusetts,646,5,0
2020-03-22,US,Michigan,1035,9,0
2020-03-22,US,Minnesota,167,1,0
2020-03-22,US,Mississippi,207,1,0
2020-03-22,US,Missouri,87,3,0
2020-03-22,US,Montana,34,0,0
2020-03-22,US,Nebraska,51,0,0
2020-03-22,US,Nevada,190,2,0
2020-03-22,US,New Hampshire,74,0,0
2020-03-22,US,New Jersey,1914,20,0
2020-03-22,US,New Mexico,57,0,0
2020-03-22,US,New York,15800,117,0
2020-03-22,US,North Carolina,305,0,0
2020-03-22,US,North Dakota,28,0,0
2020-03-22,US,Northern Mariana Islands,0,0,0
2020-03-22,US,Ohio,356,3,0
2020-03-22,US,Oklahoma,67,2,0
2020-03-22,US,Oregon,161,5,0
2020-03-22,US,Pennsylvania,509,4,0
2020-03-22,US,Puerto Rico,23,1,0
2020-03-22,US,Rhode Island,83,0,0
2020-03-22,US,South Carolina,196,3,0
2020-03-22,US,South Dakota,21,1,0
2020-03-22,US,Tennessee,505,2,0
2020-03-22,US,Texas,643,7,0
2020-03-22,US,Utah,162,1,0
2020-03-22,US,Vermont,52,2,0
2020-03-22,US,Virgin Islands,6,0,0
2020-03-22,US,Virginia,220,6,0
2020-03-22,US,Washington,1997,97,0
2020-03-22,US,West Virginia,16,0,0
2020-03-22,US,Wisconsin,381,4,0
2020-03-22,US,Wuhan Evacuee,4,0,0
2020-03-22,US,Wyoming,26,0,0
2020-03-22,United Kingdom,Bermuda,2,0,0
2020-03-22,United Kingdom,Cayman Islands,3,1,0
2020-03-22,United Kingdom,Channel Islands,32,0,0
2020-03-22,United Kingdom,Gibraltar,15,0,2
2020-03-22,United Kingdom,Isle of Man,5,0,0
2020-03-22,United Kingdom,Montserrat,1,0,0
2020-03-23,China,Chongqing,578,6,570
2020-03-23,China,Hebei,638,12,620
2020-03-23,China,Jiangxi,936,1,934
2020-03-24,China,Hainan,4704,168,4536
2020-03-25,China,Shanxi,135,0,133
2020-03-26,China,Heilongjiang,1452,39,1407
2020-03-26,China,Shaanxi,759,9,726
2020-03-26,China,Yunnan,540,6,516
2020-03-27,China,Jiangsu,641,0,631
2020-03-27,China,Shandong,1544,14,1504
2020-03-27,China,Sichuan,548,3,536
2020-03-28,Australia,Australian Capital Territory,71,0,2
2020-03-28,Australia,New South Wales,1617,8,4
2020-03-28,Australia,Northern Territory,15,0,0
2020-03-28,Australia,Queensland,625,1,8
2020-03-28,Australia,South Australia,287,0,6
2020-03-28,Australia,Tasmania,62,0,5
2020-03-28,Australia,Victoria,685,3,191
2020-03-28,Australia,Western Australia,278,2,28
2020-03-28,Canada,Alberta,542,2,0
2020-03-28,Canada,British Columbia,884,17,0
2020-03-28,Canada,Diamond Princess,0,1,0
2020-03-28,Canada,Grand Princess,13,0,0
2020-03-28,Canada,Manitoba,64,1,0
2020-03-28,Canada,New Brunswick,51,0,0
2020-03-28,Canada,Newfoundland and Labrador,120,0,0
2020-03-28,Canada,Northwest Territories,1,0,0
2020-03-28,Canada,Nova Scotia,110,0,0
2020-03-28,Canada,Ontario,1144,18,0
2020-03-28,Canada,Prince Edward Island,11,0,0
2020-03-28,Canada,Quebec,2498,22,0
2020-03-28,Canada,Recovered,0,0,466
2020-03-28,Canada,Saskatchewan,134,0,0
2020-03-28,Canada,Yukon,4,0,0
2020-03-28,China,Beijing,573,8,410
2020-03-28,China,Fujian,337,1,295
2020-03-28,China,Gansu,136,2,125
2020-03-28,China,Guangdong,1467,8,1341
2020-03-28,China,Henan,1275,22,1251
2020-03-28,China,Hong Kong,561,4,112
2020-03-28,China,Hubei,67801,3177,62098
2020-03-28,China,Inner Mongolia,94,1,74
2020-03-28,China,Jilin,97,1,92
2020-03-28,China,Liaoning,132,2,124
2020-03-28,China,Macau,74,0,20
2020-03-28,China,Shanghai,485,5,334
2020-03-28,China,Tianjin,161,3,133
2020-03-28,China,Zhejiang,1251,1,1225
2020-03-28,Denmark,Faroe Islands,155,0,54
2020-03-28,Denmark,Greenland,10,0,2
2020-03-28,France,French Guiana,28,0,6
2020-03-28,France,French Polynesia,30,0,0
2020-03-28,France,Guadeloupe,102,2,17
2020-03-28,France,Martinique,93,1,0
2020-03-28,France,Mayotte,63,0,0
2020-03-28,France,New Caledonia,15,0,0
2020-03-28,France,Reunion,183,0,1
2020-03-28,France,Saint Barthelemy,5,0,0
2020-03-28,France,St Martin,11,0,0
2020-03-28,Netherlands,Aruba,46,0,1
2020-03-28,Netherlands,Curacao,8,1,2
2020-03-28,Netherlands,Sint Maarten,3,0,0
2020-03-28,US,Alabama,694,4,0
2020-03-28,US,Alaska,85,2,0
2020-03-28,US,American Samoa,0,0,0
2020-03-28,US,Arizona,773,15,0
2020-03-28,US,Arkansas,409,5,0
2020-03-28,US,California,5095,110,0
2020-03-28,US,Colorado,1740,31,0
2020-03-28,US,Connecticut,1524,33,0
2020-03-28,US,Delaware,214,5,0
2020-03-28,US,Diamond Princess,49,0,0
2020-03-28,US,District of Columbia,304,4,0
2020-03-28,US,Florida,3763,54,0
2020-03-28,US,Georgia,2366,69,0
2020-03-28,US,Grand Princess,103,3,0
2020-03-28,US,Guam,55,1,0
2020-03-28,US,Hawaii,149,0,0
2020-03-28,US,Idaho,234,4,0
2020-03-28,US,Illinois,3491,47,0
2020-03-28,US,Indiana,1233,31,0
2020-03-28,US,Iowa,298,3,0
2020-03-28,US,Kansas,266,4,0
2020-03-28,US,Kentucky,380,9,0
2020-03-28,US,Louisiana,3315,137,0
2020-03-28,US,Maine,211,1,0
2020-03-28,US,Maryland,995,5,0
2020-03-28,US,Massachusetts,4257,44,0
2020-03-28,US,Michigan,4650,111,0
2020-03-28,US,Minnesota,441,5,0
2020-03-28,US,Mississippi,663,13,0
2020-03-28,US,Missouri,836,10,0
2020-03-28,US,Montana,129,1,0
2020-03-28,US,Nebraska,96,2,0
2020-03-28,US,Nevada,626,10,0
2020-03-28,US,New Hampshire,187,2,0
2020-03-28,US,New Jersey,11124,140,0
2020-03-28,US,New Mexico,208,1,0
2020-03-28,US,New York,52410,728,0
2020-03-28,US,North Carolina,1020,5,0
2020-03-28,US,North Dakota,94,1,0
2020-03-28,US,Northern Mariana Islands,0,0,0
2020-03-28,US,Ohio,1406,25,0
2020-03-28,US,Oklahoma,377,15,0
2020-03-28,US,Oregon,479,13,0
2020-03-28,US,Pennsylvania,2845,34,0
2020-03-28,US,Puerto Rico,100,3,0
2020-03-28,US,Recovered,0,0,1072
2020-03-28,US,Rhode Island,239,2,0
2020-03-28,US,South Carolina,660,15,0
2020-03-28,US,South Dakota,68,1,0
2020-03-28,US,Tennessee,1511,7,0
2020-03-28,US,Texas,2455,30,0
2020-03-28,US,Utah,602,1,0
2020-03-28,US,Vermont,211,12,0
2020-03-28,US,Virgin Islands,22,0,0
2020-03-28,US,Virginia,740,13,0
2020-03-28,US,Washington,4030,188,0
2020-03-28,US,West Virginia,96,0,0
2020-03-28,US,Wisconsin,1055,17,0
2020-03-28,US,Wyoming,82,0,0
2020-03-28,United Kingdom,Anguilla,2,0,0
2020-03-28,United Kingdom,Bermuda,17,0,2
2020-03-28,United Kingdom,British Virgin Islands,2,0,0
2020-03-28,United Kingdom,Cayman Islands,8,1,0
2020-03-28,United Kingdom,Channel Islands,97,1,0
2020-03-28,United Kingdom,Gibraltar,56,0,14
2020-03-28,United Kingdom,Isle of Man,32,0,0
2020-03-28,United Kingdom,Montserrat,5,0,0
2020-03-28,United Kingdom,Turks and Caicos Islands,4,0,0
2020-03-29,Australia,Australian Capital Territory,77,0,2
2020-03-29,Australia,New South Wales,1791,8,4
2020-03-29,Australia,Northern Territory,15,0,0
2020-03-29,Australia,Queensland,656,2,8
2020-03-29,Australia,South Australia,299,0,6
2020-03-29,Australia,Tasmania,66,0,5
2020-03-29,Australia,Victoria,769,4,191
2020-03-29,Australia,Western Australia,311,2,28
2020-03-29,Canada,Alberta,621,2,0
2020-03-29,Canada,British Columbia,884,17,0
2020-03-29,Canada,Diamond Princess,0,1,0
2020-03-29,Canada,Grand Princess,13,0,0
2020-03-29,Canada,Manitoba,72,1,0
2020-03-29,Canada,New Brunswick,66,0,0
2020-03-29,Canada,Newfoundland and Labrador,135,0,0
2020-03-29,Canada,Northwest Territories,1,0,0
2020-03-29,Canada,Nova Scotia,122,0,0
2020-03-29,Canada,Ontario,1355,21,0
2020-03-29,Canada,Prince Edward Island,11,0,0
2020-03-29,Canada,Quebec,2840,22,0
2020-03-29,Canada,Recovered,0,0,466
2020-03-29,Canada,Saskatchewan,156,0,0
2020-03-29,Canada,Yukon,4,0,0
2020-03-29,China,Beijing,577,8,412
2020-03-29,China,Chongqing,12738,132,12540
2020-03-29,China,Fujian,338,1,295
2020-03-29,China,Gansu,276,4,250
2020-03-29,China,Guangdong,1475,8,1349
2020-03-29,China,Henan,6380,110,6255
2020-03-29,China,Hong Kong,641,4,112
2020-03-29,China,Hubei,67801,3182,62570
2020-03-29,China,Inner Mongolia,95,1,74
2020-03-29,China,Jiangsu,644,0,631
2020-03-29,China,Jiangxi,937,1,934
2020-03-29,China,Jilin,686,7,644
2020-03-29,China,Liaoning,270,4,248
2020-03-29,China,Shanghai,492,5,334
2020-03-29,China,Shanxi,272,0,266
2020-03-29,China,Sichuan,550,3,536
2020-03-29,China,Tianjin,166,3,133
2020-03-29,China,Zhejiang,1254,1,1225
2020-03-29,Denmark,Faroe Islands,159,0,70
2020-03-29,Denmark,Greenland,10,0,2
2020-03-29,France,French Guiana,28,0,6
2020-03-29,France,French Polynesia,30,0,0
2020-03-29,France,Guadeloupe,106,4,17
2020-03-29,France,Martinique,93,1,0
2020-03-29,France,Mayotte,63,0,0
2020-03-29,France,New Caledonia,15,0,0
2020-03-29,France,Reunion,183,0,1
2020-03-29,France,Saint Barthelemy,5,0,0
2020-03-29,France,St Martin,11,0,0
2020-03-29,Netherlands,Aruba,50,0,1
2020-03-29,Netherlands,Curacao,8,1,2
2020-03-29,Netherlands,Sint Maarten,6,0,0
2020-03-29,US,Alabama,825,10,0
2020-03-29,US,Alaska,102,2,0
2020-03-29,US,American Samoa,0,0,0
2020-03-29,US,Arizona,919,17,0
2020-03-29,US,Arkansas,426,6,0
2020-03-29,US,California,5852,124,0
2020-03-29,US,Colorado,2307,47,0
2020-03-29,US,Connecticut,1993,34,0
2020-03-29,US,Delaware,232,6,0
2020-03-29,US,Diamond Princess,49,0,0
2020-03-29,US,District of Columbia,342,5,0
2020-03-29,US,Florida,4246,56,0
2020-03-29,US,Georgia,2651,80,0
2020-03-29,US,Grand Princess,103,3,0
2020-03-29,US,Guam,56,1,0
2020-03-29,US,Hawaii,149,0,0
2020-03-29,US,Idaho,281,5,0
2020-03-29,US,Illinois,4596,66,0
2020-03-29,US,Indiana,1513,32,0
2020-03-29,US,Iowa,336,4,0
2020-03-29,US,Kansas,330,7,0
2020-03-29,US,Kentucky,438,9,0
2020-03-29,US,Louisiana,3540,151,0
2020-03-29,US,Maine,253,3,0
2020-03-29,US,Maryland,1239,10,0
2020-03-29,US,Massachusetts,4955,48,0
2020-03-29,US,Michigan,5488,132,0
2020-03-29,US,Minnesota,503,9,0
2020-03-29,US,Mississippi,759,14,0
2020-03-29,US,Missouri,915,13,0
2020-03-29,US,Montana,154,1,0
2020-03-29,US,Nebraska,108,2,0
2020-03-29,US,Nevada,920,15,0
2020-03-29,US,New Hampshire,214,2,0
2020-03-29,US,New Jersey,13386,161,0
2020-03-29,US,New Mexico,237,2,0
2020-03-29,US,New York,59648,965,0
2020-03-29,US,North Carolina,1191,7,0
2020-03-29,US,North Dakota,98,1,0
2020-03-29,US,Northern Mariana Islands,0,0,0
2020-03-29,US,Ohio,1653,29,0
2020-03-29,US,Oklahoma,429,16,0
2020-03-29,US,Oregon,548,13,0
2020-03-29,US,Pennsylvania,3432,41,0
2020-03-29,US,Puerto Rico,127,3,0
2020-03-29,US,Recovered,0,0,2665
2020-03-29,US,Rhode Island,294,3,0
2020-03-29,US,South Carolina,774,16,0
2020-03-29,US,South Dakota,90,1,0
2020-03-29,US,Tennessee,1720,8,0
2020-03-29,US,Texas,2792,37,0
2020-03-29,US,Utah,720,2,0
2020-03-29,US,Vermont,235,12,0
2020-03-29,US,Virgin Islands,23,0,0
2020-03-29,US,Virginia,890,20,0
2020-03-29,US,Washington,4465,198,0
2020-03-29,US,West Virginia,113,0,0
2020-03-29,US,Wisconsin,1164,18,0
2020-03-29,US,Wyoming,86,0,0
2020-03-29,United Kingdom,Anguilla,2,0,0
2020-03-29,United Kingdom,Bermuda,22,0,2
2020-03-29,United Kingdom,British Virgin Islands,2,0,0
2020-03-29,United Kingdom,Cayman Islands,8,1,0
2020-03-29,United Kingdom,Channel Islands,108,2,0
2020-03-29,United Kingdom,Gibraltar,65,0,14
2020-03-29,United Kingdom,Isle of Man,42,0,0
2020-03-29,United Kingdom,Montserrat,5,0,0
2020-03-29,United Kingdom,Turks and Caicos Islands,4,0,0
2020-03-30,Australia,Australian Capital Territory,78,1,2
2020-03-30,Australia,New South Wales,2032,8,4
2020-03-30,Australia,Northern Territory,15,0,0
2020-03-30,Australia,Queensland,689,2,8
2020-03-30,Australia,South Australia,305,0,6
2020-03-30,Australia,Tasmania,66,0,5
2020-03-30,Australia,Victoria,821,4,191
2020-03-30,Australia,Western Australia,355,2,41
2020-03-30,Canada,Alberta,661,3,0
2020-03-30,Canada,British Columbia,970,19,0
2020-03-30,Canada,Diamond Princess,0,1,0
2020-03-30,Canada,Grand Princess,13,0,0
2020-03-30,Canada,Manitoba,96,1,0
2020-03-30,Canada,New Brunswick,68,0,0
2020-03-30,Canada,Newfoundland and Labrador,148,1,0
2020-03-30,Canada,Northwest Territories,1,0,0
2020-03-30,Canada,Nova Scotia,127,0,0
2020-03-30,Canada,Ontario,1706,31,0
2020-03-30,Canada,Prince Edward Island,18,0,0
2020-03-30,Canada,Quebec,3430,22,0
2020-03-30,Canada,Recovered,0,0,466
2020-03-30,Canada,Saskatchewan,156,2,0
2020-03-30,Canada,Yukon,4,0,0
2020-03-30,China,Beijing,577,8,415
2020-03-30,China,Fujian,340,1,295
2020-03-30,China,Guangdong,1484,8,1351
2020-03-30,China,Hebei,321,6,310
2020-03-30,China,Hong Kong,682,4,123
2020-03-30,China,Hubei,67801,3186,62889
2020-03-30,China,Inner Mongolia,97,1,74
2020-03-30,China,Jiangsu,645,0,631
2020-03-30,China,Jiangxi,7496,8,7480
2020-03-30,China,Macau,38,0,10
2020-03-30,China,Shandong,773,7,753
2020-03-30,China,Shanghai,498,5,338
2020-03-30,China,Sichuan,550,3,536
2020-03-30,China,Tianjin,174,3,133
2020-03-30,China,Zhejiang,1255,1,1225
2020-03-30,Denmark,Faroe Islands,168,0,70
2020-03-30,Denmark,Greenland,10,0,2
2020-03-30,France,French Guiana,43,0,6
2020-03-30,France,French Polynesia,36,0,0
2020-03-30,France,Guadeloupe,106,4,17
2020-03-30,France,Martinique,93,1,0
2020-03-30,France,Mayotte,82,0,10
2020-03-30,France,New Caledonia,15,0,0
2020-03-30,France,Reunion,224,0,1
2020-03-30,France,Saint Barthelemy,6,0,1
2020-03-30,France,St Martin,15,1,2
2020-03-30,Netherlands,Aruba,50,0,1
2020-03-30,Netherlands,Curacao,11,1,2
2020-03-30,Netherlands,Sint Maarten,6,0,0
2020-03-30,US,Alabama,899,10,0
2020-03-30,US,Alaska,114,3,0
2020-03-30,US,American Samoa,0,0,0
2020-03-30,US,Arizona,1157,20,0
2020-03-30,US,Arkansas,473,7,0
2020-03-30,US,California,7138,146,0
2020-03-30,US,Colorado,2311,47,0
2020-03-30,US,Connecticut,2571,36,0
2020-03-30,US,Delaware,264,6,0
2020-03-30,US,Diamond Princess,49,0,0
2020-03-30,US,District of Columbia,401,9,0
2020-03-30,US,Florida,5473,63,0
2020-03-30,US,Georgia,2808,87,0
2020-03-30,US,Grand Princess,103,3,0
2020-03-30,US,Guam,58,1,0
2020-03-30,US,Hawaii,175,0,0
2020-03-30,US,Idaho,340,6,0
2020-03-30,US,Illinois,5056,73,0
2020-03-30,US,Indiana,1786,35,0
2020-03-30,US,Iowa,424,6,0
2020-03-30,US,Kansas,372,8,0
2020-03-30,US,Kentucky,479,11,0
2020-03-30,US,Louisiana,4025,185,0
2020-03-30,US,Maine,275,3,0
2020-03-30,US,Maryland,1413,15,0
2020-03-30,US,Massachusetts,5752,56,0
2020-03-30,US,Michigan,6498,184,0
2020-03-30,US,Minnesota,576,10,0
2020-03-30,US,Mississippi,847,16,0
2020-03-30,US,Missouri,1051,13,0
2020-03-30,US,Montana,171,5,0
2020-03-30,US,Nebraska,145,2,0
2020-03-30,US,Nevada,1012,15,0
2020-03-30,US,New Hampshire,314,3,0
2020-03-30,US,New Jersey,16636,198,0
2020-03-30,US,New Mexico,237,2,0
2020-03-30,US,New York,66663,1218,0
2020-03-30,US,North Carolina,1313,7,0
2020-03-30,US,North Dakota,109,2,0
2020-03-30,US,Northern Mariana Islands,0,0,0
2020-03-30,US,Ohio,1933,40,0
2020-03-30,US,Oklahoma,481,16,0
2020-03-30,US,Oregon,606,16,0
2020-03-30,US,Pennsylvania,4155,50,0
2020-03-30,US,Puerto Rico,174,6,0
2020-03-30,US,Recovered,0,0,5644
2020-03-30,US,Rhode Island,408,4,0
2020-03-30,US,South Carolina,925,18,0
2020-03-30,US,South Dakota,101,1,0
2020-03-30,US,Tennessee,1917,14,0
2020-03-30,US,Texas,3147,45,0
2020-03-30,US,Utah,798,4,0
2020-03-30,US,Vermont,256,12,0
2020-03-30,US,Virgin Islands,30,0,0
2020-03-30,US,Virginia,1020,15,0
2020-03-30,US,Washington,4923,205,0
2020-03-30,US,West Virginia,145,1,0
2020-03-30,US,Wisconsin,1230,20,0
2020-03-30,US,Wyoming,94,0,0
2020-03-30,United Kingdom,Anguilla,2,0,0
2020-03-30,United Kingdom,Bermuda,27,0,2
2020-03-30,United Kingdom,British Virgin Islands,2,0,0
2020-03-30,United Kingdom,Cayman Islands,12,1,0
2020-03-30,United Kingdom,Channel Islands,141,2,0
2020-03-30,United Kingdom,Gibraltar,69,0,34
2020-03-30,United Kingdom,Isle of Man,49,0,0
2020-03-30,United Kingdom,Montserrat,5,0,0
2020-03-30,United Kingdom,Turks and Caicos Islands,5,0,0
2020-03-31,China,Macau,41,0,10
2020-03-31,China,Shanxi,274,0,266
2020-04-01,China,Gansu,138,2,127
2020-04-01,China,Inner Mongolia,351,3,222
2020-04-01,China,Shaanxi,255,3,242
2020-04-01,China,Tianjin,176,3,135
2020-04-01,China,Yunnan,183,2,172
2020-04-02,Australia,Australian Capital Territory,87,1,11
2020-04-02,Australia,New South Wales,2298,10,4
2020-04-02,Australia,Northern Territory,21,0,0
2020-04-02,Australia,Queensland,835,4,8
2020-04-02,Australia,South Australia,367,0,6
2020-04-02,Australia,Tasmania,72,2,5
2020-04-02,Australia,Victoria,1036,5,422
2020-04-02,Australia,Western Australia,400,2,64
2020-04-02,Canada,Alberta,969,13,0
2020-04-02,Canada,British Columbia,1121,31,0
2020-04-02,Canada,Diamond Princess,0,1,0
2020-04-02,Canada,Grand Princess,13,0,0
2020-04-02,Canada,Manitoba,167,1,0
2020-04-02,Canada,New Brunswick,91,0,0
2020-04-02,Canada,Newfoundland and Labrador,183,1,0
2020-04-02,Canada,Northwest Territories,2,0,0
2020-04-02,Canada,Nova Scotia,193,0,0
2020-04-02,Canada,Ontario,2793,53,0
2020-04-02,Canada,Prince Edward Island,22,0,0
2020-04-02,Canada,Quebec,5518,36,0
2020-04-02,Canada,Recovered,0,0,1735
2020-04-02,Canada,Saskatchewan,206,3,0
2020-04-02,Canada,Yukon,6,0,0
2020-04-02,China,Beijing,582,8,424
2020-04-02,China,Fujian,345,1,299
2020-04-02,China,Guangdong,1507,8,1365
2020-04-02,China,Guangxi,6350,50,6300
2020-04-02,China,Hebei,325,6,310
2020-04-02,China,Heilongjiang,488,13,469
2020-04-02,China,Hong Kong,802,4,147
2020-04-02,China,Hubei,67802,3199,63471
2020-04-02,China,Hunan,15285,60,15210
2020-04-02,China,Jiangsu,647,0,631
2020-04-02,China,Liaoning,141,2,124
2020-04-02,China,Shandong,775,7,753
2020-04-02,China,Shanghai,522,6,343
2020-04-02,China,Sichuan,554,3,537
2020-04-02,China,Yunnan,552,6,516
2020-04-02,China,Zhejiang,1258,1,1228
2020-04-02,Denmark,Faroe Islands,177,0,81
2020-04-02,Denmark,Greenland,10,0,2
2020-04-02,France,French Guiana,51,0,15
2020-04-02,France,French Polynesia,37,0,0
2020-04-02,France,Guadeloupe,128,6,24
2020-04-02,France,Martinique,138,3,27
2020-04-02,France,Mayotte,116,1,10
2020-04-02,France,New Caledonia,18,0,1
2020-04-02,France,Reunion,308,0,40
2020-04-02,France,Saint Barthelemy,6,0,1
2020-04-02,France,St Martin,22,1,2
2020-04-02,Netherlands,Aruba,60,0,1
2020-04-02,Netherlands,"Bonaire, Sint Eustatius and Saba",-682385,2,0
2020-04-02,Netherlands,Curacao,11,1,3
2020-04-02,Netherlands,Sint Maarten,18,1,6
2020-04-02,US,Alabama,1233,32,0
2020-04-02,US,Alaska,143,3,0
2020-04-02,US,Arizona,1715,32,0
2020-04-02,US,Arkansas,643,12,0
2020-04-02,US,California,10773,238,0
2020-04-02,US,Colorado,3342,80,0
2020-04-02,US,Connecticut,3824,112,0
2020-04-02,US,Delaware,393,12,0
2020-04-02,US,Diamond Princess,49,0,0
2020-04-02,US,District of Columbia,653,12,0
2020-04-02,US,Florida,9008,164,0
2020-04-02,US,Georgia,5348,163,0
2020-04-02,US,Grand Princess,103,3,0
2020-04-02,US,Guam,82,3,0
2020-04-02,US,Hawaii,256,1,0
2020-04-02,US,Idaho,776,9,0
2020-04-02,US,Illinois,7695,163,0
2020-04-02,US,Indiana,3038,78,0
2020-04-02,US,Iowa,614,11,0
2020-04-02,US,Kansas,553,12,0
2020-04-02,US,Kentucky,770,31,0
2020-04-02,US,Louisiana,9149,310,0
2020-04-02,US,Maine,376,7,0
2020-04-02,US,Maryland,2331,36,0
2020-04-02,US,Massachusetts,8966,154,0
2020-04-02,US,Michigan,10791,417,0
2020-04-02,US,Minnesota,742,18,0
2020-04-02,US,Mississippi,1177,26,0
2020-04-02,US,Missouri,1857,22,0
2020-04-02,US,Montana,241,6,0
2020-04-02,US,Nebraska,246,5,0
2020-04-02,US,Nevada,1463,38,0
2020-04-02,US,New Hampshire,316,3,0
2020-04-02,US,New Jersey,25590,537,0
2020-04-02,US,New Mexico,388,6,0
2020-04-02,US,New York,92506,2373,0
2020-04-02,US,North Carolina,1977,21,0
2020-04-02,US,North Dakota,159,3,0
2020-04-02,US,Northern Mariana Islands,6,1,0
2020-04-02,US,Ohio,2901,81,0
2020-04-02,US,Oklahoma,881,34,0
2020-04-02,US,Oregon,826,21,0
2020-04-02,US,Pennsylvania,7268,90,0
2020-04-02,US,Puerto Rico,316,12,0
2020-04-02,US,Recovered,0,0,9001
2020-04-02,US,Rhode Island,645,12,0
2020-04-02,US,South Carolina,1554,31,0
2020-04-02,US,South Dakota,165,2,0
2020-04-02,US,Tennessee,3013,36,0
2020-04-02,US,Texas,5069,77,0
2020-04-02,US,Utah,1092,7,0
2020-04-02,US,Vermont,338,17,0
2020-04-02,US,Virgin Islands,30,0,0
2020-04-02,US,Virginia,1706,41,0
2020-04-02,US,Washington,6389,271,0
2020-04-02,US,West Virginia,216,2,0
2020-04-02,US,Wisconsin,1748,38,0
2020-04-02,US,Wyoming,150,0,0
2020-04-02,United Kingdom,Anguilla,3,0,0
2020-04-02,United Kingdom,Bermuda,35,0,11
2020-04-02,United Kingdom,British Virgin Islands,3,0,0
2020-04-02,United Kingdom,Cayman Islands,28,1,0
2020-04-02,United Kingdom,Channel Islands,193,3,0
2020-04-02,United Kingdom,Gibraltar,88,0,46
2020-04-02,United Kingdom,Isle of Man,95,1,0
2020-04-02,United Kingdom,Montserrat,5,0,0
2020-04-02,United Kingdom,Turks and Caicos Islands,5,0,0
2020-04-03,China,Hebei,326,6,310
2020-04-03,China,Jiangsu,651,0,632
2020-04-03,China,Macau,43,0,10
2020-04-04,Australia,Australian Capital Territory,93,2,18
2020-04-04,Australia,New South Wales,2493,12,4
2020-04-04,Australia,Northern Territory,26,0,1
2020-04-04,Australia,Queensland,900,4,8
2020-04-04,Australia,South Australia,407,0,46
2020-04-04,Australia,Tasmania,80,2,5
2020-04-04,Australia,Victoria,1115,8,527
2020-04-04,Australia,Western Australia,436,2,92
2020-04-04,Canada,Alberta,1075,18,0
2020-04-04,Canada,British Columbia,1203,38,0
2020-04-04,Canada,Diamond Princess,0,1,0
2020-04-04,Canada,Grand Princess,13,0,0
2020-04-04,Canada,Manitoba,182,2,0
2020-04-04,Canada,New Brunswick,91,0,0
2020-04-04,Canada,Newfoundland and Labrador,195,1,0
2020-04-04,Canada,Northwest Territories,4,0,0
2020-04-04,Canada,Nova Scotia,236,0,0
2020-04-04,Canada,Ontario,3630,94,0
2020-04-04,Canada,Prince Edward Island,22,0,0
2020-04-04,Canada,Quebec,6101,61,0
2020-04-04,Canada,Recovered,0,0,2577
2020-04-04,Canada,Saskatchewan,220,3,0
2020-04-04,Canada,Yukon,6,0,0
2020-04-04,China,Beijing,585,8,438
2020-04-04,China,Fujian,350,1,301
2020-04-04,China,Gansu,276,4,262
2020-04-04,China,Guangdong,1516,8,1378
2020-04-04,China,Heilongjiang,491,13,469
2020-04-04,China,Hong Kong,862,4,173
2020-04-04,China,Hubei,67803,3207,63762
2020-04-04,China,Liaoning,141,2,125
